houseid,property_type,beds,baths,sqft,lot_size,year_built,zipcode,latitude,longitude,list_price
6131,Single Family Residential,5.0,4.5,3248.0,9775.0,1970.0,77079,29.7741566,-95.6146458,595000
6132,Single Family Residential,5.0,7.0,7856.0,36154.0,2005.0,77007,29.7638715,-95.423538,6500000
6133,Single Family Residential,3.0,2.5,2418.0,5808.0,1975.0,77077,29.7678033,-95.6406579,375000
6134,Single Family Residential,4.0,6.0,8088.0,20010.0,2012.0,77056,29.7546234,-95.4687296,3825000
6136,Single Family Residential,5.0,6.5,8766.0,27110.0,1979.0,77024,29.7606644,-95.4998423,2159000
6137,Single Family Residential,2.0,1.0,1238.0,5000.0,1930.0,77008,29.7980535,-95.3876772,573500
6141,Single Family Residential,3.0,2.5,1803.0,5900.0,2018.0,77045,29.6230248,-95.4183179,320000
6143,Single Family Residential,5.0,3.5,3206.0,12688.0,1977.0,77090,30.0319999,-95.4500372,299995
6144,Single Family Residential,4.0,3.5,3582.0,9235.0,1998.0,77041,29.8471647,-95.5915694,594900
6147,Single Family Residential,3.0,2.0,2300.0,12892.0,2022.0,77447,30.026861,-95.845856,439083
6151,Single Family Residential,4.0,2.5,1936.0,5376.0,2012.0,77073,30.0268446,-95.3848963,234900
6152,Single Family Residential,5.0,3.5,3032.0,5000.0,1936.0,77019,29.7587932,-95.3885179,1699000
6154,Single Family Residential,4.0,3.0,1488.0,5087.0,1978.0,77083,29.7033989,-95.6751524,235000
6156,Single Family Residential,3.0,1.5,,6496.0,1965.0,77049,29.8575753,-95.1343911,177786
6163,Single Family Residential,5.0,3.5,4218.0,8463.0,1969.0,77079,29.7682497,-95.5804289,1350000
6164,Single Family Residential,3.0,2.5,3418.0,11600.0,2015.0,77018,29.8247032,-95.4174164,1144000
6167,Single Family Residential,3.0,3.5,2542.0,2016.0,2022.0,77024,29.7648347,-95.5528103,1125000
6168,Single Family Residential,3.0,3.5,2542.0,2016.0,2022.0,77024,29.7648347,-95.5528103,1140000
6169,Single Family Residential,3.0,3.5,2270.0,1972.0,2007.0,77004,29.731019,-95.3782549,415000
6170,Single Family Residential,3.0,3.5,2542.0,2016.0,2022.0,77024,29.7648347,-95.5528103,1140000
6172,Single Family Residential,3.0,3.5,1737.0,1995.0,2022.0,77004,29.7291878,-95.3611591,419900
6173,Single Family Residential,3.0,1.0,950.0,7320.0,1961.0,77016,29.8651607,-95.3065952,185000
6179,Single Family Residential,5.0,5.5,4519.0,6000.0,1995.0,77005,29.7081951,-95.4196058,1884000
6180,Single Family Residential,4.0,3.5,3659.0,10502.0,1967.0,77096,29.6726618,-95.4724361,649000
6181,Single Family Residential,4.0,3.5,3066.0,3600.0,2022.0,77027,29.7312426,-95.4564046,804900
6182,Single Family Residential,3.0,2.5,1734.0,44933.0,1975.0,77091,29.8576455,-95.4405807,590000
6184,Single Family Residential,3.0,2.0,1524.0,8368.0,1961.0,77074,29.6997448,-95.5089704,303000
6189,Single Family Residential,2.0,1.0,1050.0,22012.0,1948.0,77055,29.8104186,-95.4820927,534900
6190,Single Family Residential,4.0,3.5,2865.0,5060.0,2005.0,77049,29.8133122,-95.1375264,289000
6191,Single Family Residential,4.0,2.5,2235.0,163350.0,2007.0,77075,29.6150295,-95.2814438,669000
6192,Single Family Residential,5.0,3.5,3661.0,9058.0,2001.0,77494,29.7321099,-95.7701034,622000
6193,Single Family Residential,2.0,1.0,1312.0,174240.0,1950.0,77075,29.6155552,-95.2818521,720000
6194,Single Family Residential,4.0,1.0,1353.0,43560.0,1966.0,77039,29.9047268,-95.3679683,269990
6204,Single Family Residential,3.0,1.5,1359.0,5775.0,1965.0,77045,29.6249781,-95.4372856,195500
6205,Single Family Residential,3.0,2.5,2517.0,23958.0,1958.0,77055,29.7873194,-95.504022,829000
6206,Single Family Residential,3.0,2.0,1701.0,6600.0,1976.0,77067,29.9527364,-95.457755,200000
6209,Single Family Residential,4.0,2.0,1619.0,8296.0,1982.0,77083,29.6772516,-95.6361426,264990
6211,Single Family Residential,4.0,3.5,3941.0,27325.0,2001.0,77345,30.072483,-95.1582462,724900
6212,Single Family Residential,4.0,3.5,3407.0,6900.0,2014.0,77004,29.7148167,-95.3615501,689900
6214,Single Family Residential,4.0,2.5,4646.0,5000.0,2010.0,77021,29.6836226,-95.371423,699000
6218,Single Family Residential,3.0,2.0,1516.0,,2022.0,77075,29.624047,-95.293277,280980
6219,Single Family Residential,3.0,2.5,1485.0,5800.0,2022.0,77034,29.628303,-95.212002,313350
6223,Single Family Residential,3.0,2.0,1458.0,6050.0,1951.0,77547,29.7387964,-95.252841,155000
6226,Single Family Residential,3.0,2.0,1870.0,5249.0,1979.0,77099,29.6634029,-95.5875141,240000
6230,Single Family Residential,0.0,,3110.0,22697.0,1973.0,77077,29.7612149,-95.6168219,425000
6231,Single Family Residential,3.0,2.5,3106.0,5100.0,1992.0,77057,29.7518642,-95.496356,640000
6234,Single Family Residential,4.0,2.5,2870.0,5996.0,2007.0,77386,30.117298,-95.38713,314000
6237,Single Family Residential,4.0,2.5,2409.0,6700.0,2017.0,77449,29.8506389,-95.7115765,332000
6240,Single Family Residential,4.0,2.5,1831.0,,2022.0,77407,29.703247,-95.713326,330990
6244,Single Family Residential,4.0,7.0,7924.0,11250.0,2018.0,77019,29.7458059,-95.4242708,5798000
6245,Single Family Residential,4.0,2.0,648.0,11700.0,1940.0,77026,29.8020149,-95.3298783,189999
6248,Single Family Residential,4.0,4.5,7258.0,5708.0,2006.0,77006,29.7499839,-95.3898955,2275000
6252,Single Family Residential,3.0,2.5,2364.0,5250.0,2006.0,77089,29.5826097,-95.194153,310000
6257,Single Family Residential,2.0,1.0,1156.0,5320.0,1936.0,77004,29.7264758,-95.3578341,185000
6258,Single Family Residential,3.0,2.0,1985.0,5458.0,2005.0,77038,29.9162487,-95.455155,254900
6259,Single Family Residential,2.0,2.0,1282.0,9731.0,1940.0,77023,29.7266603,-95.2992987,349999
6263,Single Family Residential,4.0,2.0,2268.0,10891.0,1958.0,77096,29.6892171,-95.4890199,399900
6265,Single Family Residential,3.0,2.0,1500.0,8910.0,1970.0,77099,29.6562683,-95.5774403,250000
6266,Single Family Residential,5.0,6.0,7333.0,15120.0,2004.0,77056,29.7517675,-95.4679924,3325000
6267,Single Family Residential,4.0,2.0,2103.0,5175.0,2022.0,77099,29.681187,-95.6085109,350000
6272,Single Family Residential,4.0,3.5,3238.0,9691.0,1995.0,77450,29.7426709,-95.7537841,584900
6273,Single Family Residential,3.0,3.0,3232.0,6830.0,1977.0,77063,29.7308652,-95.502971,476500
6275,Single Family Residential,3.0,2.0,1317.0,8250.0,1958.0,77096,29.6879364,-95.4802743,337900
6280,Single Family Residential,4.0,2.0,2510.0,6600.0,1952.0,77004,29.714985,-95.354029,380000
6281,Single Family Residential,3.0,2.0,1260.0,4600.0,2005.0,77073,29.9828534,-95.3993748,209900
6284,Single Family Residential,3.0,2.0,2300.0,,2022.0,77447,30.026861,-95.845856,442142
6286,Single Family Residential,5.0,4.0,3361.0,,2022.0,77339,30.067138,-95.2365646,510551
6288,Single Family Residential,5.0,4.0,3361.0,,2022.0,77339,30.0670738,-95.237323,513120
6292,Single Family Residential,3.0,2.5,2122.0,,2022.0,77447,30.026861,-95.845856,462023
6298,Single Family Residential,4.0,2.5,2322.0,23140.0,1957.0,77055,29.7952633,-95.4896813,1500000
6299,Single Family Residential,4.0,3.0,2034.0,,2022.0,77447,30.026861,-95.845856,430769
6307,Single Family Residential,4.0,3.5,2572.0,,2022.0,77447,30.026861,-95.845856,497023
6310,Single Family Residential,4.0,3.5,2572.0,,2022.0,77339,30.0625986,-95.2415754,429271
6311,Single Family Residential,4.0,2.5,2996.0,15594.0,2022.0,77447,30.026861,-95.845856,523774
6313,Single Family Residential,4.0,2.5,2996.0,,2022.0,77447,30.026861,-95.845856,492549
6314,Single Family Residential,4.0,2.5,2992.0,,2022.0,77339,30.0671052,-95.2369457,490037
6319,Single Family Residential,3.0,2.0,1537.0,8866.0,1958.0,77096,29.6727391,-95.4617884,325000
6320,Single Family Residential,4.0,2.0,1820.0,5775.0,1985.0,77085,29.6281866,-95.4911694,289000
6321,Single Family Residential,3.0,2.0,1410.0,7800.0,1980.0,77089,29.598783,-95.2320714,210000
6322,Single Family Residential,4.0,3.5,2754.0,9200.0,1930.0,77004,29.7146951,-95.3623268,489000
6326,Single Family Residential,0.0,,,21267.0,2022.0,77057,29.7617604,-95.4842737,2295000
6327,Single Family Residential,4.0,2.0,1839.0,7020.0,2022.0,77078,29.8584983,-95.2488659,282490
6330,Single Family Residential,3.0,2.0,2109.0,7745.0,1997.0,77015,29.8013547,-95.1749214,245000
6331,Single Family Residential,4.0,2.5,2112.0,6452.0,1987.0,77062,29.5841863,-95.1372413,259900
6332,Single Family Residential,3.0,1.0,1104.0,4700.0,1938.0,77026,29.7866695,-95.3425449,180000
6334,Single Family Residential,5.0,4.0,4487.0,8750.0,2022.0,77401,29.6975839,-95.4780678,1725000
6335,Single Family Residential,3.0,2.5,1602.0,1819.0,2022.0,77091,29.847717,-95.425763,349990
6336,Single Family Residential,4.0,2.0,2401.0,7700.0,1968.0,77043,29.807423,-95.554202,470000
6340,Single Family Residential,3.0,2.0,2018.0,8400.0,1960.0,77035,29.6512879,-95.497179,291000
6341,Single Family Residential,3.0,2.5,3680.0,10988.0,1950.0,77021,29.7081201,-95.3709529,375000
6343,Single Family Residential,4.0,3.5,2831.0,,2022.0,77084,29.8375756,-95.6926624,456110
6344,Single Family Residential,5.0,3.5,4023.0,,2022.0,77084,29.8341251,-95.6951148,547810
6346,Single Family Residential,5.0,6.0,7668.0,14410.0,2014.0,77057,29.7587905,-95.4901114,2800000
6349,Single Family Residential,3.0,2.5,2662.0,5364.0,2022.0,77091,29.8525789,-95.4424735,489000
6350,Single Family Residential,5.0,3.0,2389.0,7500.0,2005.0,77007,29.770985,-95.373783,620000
6354,Single Family Residential,3.0,2.0,956.0,7280.0,1955.0,77093,29.8766547,-95.3323297,189000
6356,Single Family Residential,3.0,2.0,1242.0,7320.0,1981.0,77014,29.9755713,-95.4853388,204999
6358,Single Family Residential,3.0,2.5,2662.0,5364.0,2022.0,77091,29.8525789,-95.4424735,489000
6360,Single Family Residential,4.0,5.0,4773.0,30870.0,2006.0,77079,29.7665287,-95.5920373,2476000
6361,Single Family Residential,4.0,2.0,2241.0,11247.0,1975.0,77077,29.7468266,-95.5889057,399000
6363,Single Family Residential,5.0,5.0,2703.0,8400.0,1978.0,77096,29.6628569,-95.4978755,375000
6365,Single Family Residential,3.0,2.0,2107.0,8149.0,1956.0,77018,29.8220623,-95.4498734,450000
6366,Single Family Residential,4.0,2.5,1882.0,6615.0,1976.0,77084,29.8574908,-95.6559216,259900
6368,Single Family Residential,0.0,,,1164358.0,,77070,30.016439,-95.577141,3250000
6369,Single Family Residential,4.0,2.5,3064.0,4471.0,2005.0,77090,30.0092586,-95.4382884,285000
6370,Single Family Residential,3.0,3.5,2668.0,1675.0,2017.0,77055,29.7858969,-95.4437838,714900
6371,Single Family Residential,2.0,1.5,986.0,2524.0,1972.0,77078,29.8520264,-95.28477,109000
6375,Single Family Residential,4.0,2.0,2128.0,1972.0,2022.0,77088,29.8818074,-95.4332351,309900
6380,Single Family Residential,4.0,2.0,1459.0,,2022.0,77016,29.8647,-95.2829,252315
6382,Single Family Residential,4.0,2.0,2435.0,10256.0,1961.0,77096,29.6793952,-95.4721903,350000
6386,Single Family Residential,3.0,2.0,1165.0,5000.0,2016.0,77026,29.7813176,-95.3444247,315000
6387,Single Family Residential,5.0,4.5,3832.0,3563.0,2014.0,77055,29.7996821,-95.5000467,939998
6388,Single Family Residential,2.0,1.0,1177.0,8592.0,1949.0,77081,29.7017085,-95.4765114,289990
6389,Single Family Residential,3.0,2.0,1426.0,5060.0,2005.0,77086,29.9326381,-95.5182023,250000
6390,Single Family Residential,3.0,2.0,1835.0,5175.0,2004.0,77449,29.8558796,-95.7206244,258000
6392,Single Family Residential,3.0,2.0,2411.0,10001.0,1979.0,77581,29.5955635,-95.2821174,309999
6395,Single Family Residential,5.0,2.5,2628.0,,2019.0,77407,29.6750561,-95.6860444,395000
6396,Single Family Residential,3.0,1.0,1026.0,5200.0,1955.0,77021,29.698342,-95.352762,140000
6398,Single Family Residential,4.0,2.5,2008.0,11200.0,1981.0,77346,30.0094016,-95.1945606,258000
6401,Single Family Residential,3.0,1.0,1120.0,5832.0,1950.0,77029,29.7651804,-95.276668,185000
6402,Single Family Residential,3.0,2.5,1719.0,60814.0,1965.0,77379,30.0317498,-95.4901741,499900
6403,Single Family Residential,5.0,2.5,2336.0,10033.0,1972.0,77031,29.6520128,-95.5440053,320000
6404,Single Family Residential,5.0,4.0,5768.0,10238.0,1962.0,77096,29.6742805,-95.4742177,750000
6407,Single Family Residential,2.0,2.5,6534.0,55460.0,1970.0,77379,30.0276222,-95.485052,849990
6408,Single Family Residential,4.0,2.5,1838.0,9488.0,2004.0,77085,29.6341076,-95.4760403,274900
6410,Single Family Residential,4.0,2.5,3026.0,8451.0,1999.0,77095,29.9140095,-95.6567638,337000
6413,Single Family Residential,3.0,2.5,3683.0,10140.0,1998.0,77450,29.7496987,-95.7533932,519000
6415,Single Family Residential,3.0,3.0,2173.0,6000.0,1936.0,77005,29.7070178,-95.4313588,825000
6416,Single Family Residential,5.0,3.0,2918.0,14446.0,1960.0,77063,29.7304036,-95.510741,625000
6417,Single Family Residential,4.0,2.5,2658.0,8760.0,1963.0,77096,29.669653,-95.493042,440000
6418,Single Family Residential,4.0,2.5,2981.0,11626.0,2005.0,77406,29.6636193,-95.747879,465000
6419,Single Family Residential,4.0,5.5,7623.0,87120.0,2006.0,77069,29.9817846,-95.5364381,1700000
6420,Single Family Residential,4.0,4.0,3962.0,7540.0,2022.0,77030,29.7115502,-95.416987,1965000
6422,Single Family Residential,5.0,3.5,4617.0,10200.0,1994.0,77059,29.6014957,-95.1281823,699950
6424,Single Family Residential,3.0,2.5,1623.0,1771.0,2022.0,77009,29.7869663,-95.3553704,342900
6426,Single Family Residential,5.0,3.0,2240.0,5500.0,2018.0,77015,29.7727976,-95.1615626,279000
6431,Single Family Residential,3.0,1.5,1539.0,6890.0,1962.0,77016,29.8650929,-95.3038604,195000
6433,Single Family Residential,0.0,,,49797.0,1985.0,77008,29.8072232,-95.4314122,2950000
6435,Single Family Residential,4.0,5.0,4784.0,12905.0,2008.0,77379,30.0120527,-95.5318326,925000
6437,Single Family Residential,3.0,2.0,1750.0,6600.0,2022.0,77029,29.7379473,-95.2570379,349500
6438,Single Family Residential,3.0,3.5,2265.0,1600.0,2022.0,77007,29.774744,-95.3714571,619999
6439,Single Family Residential,5.0,5.5,4365.0,7840.0,2022.0,77018,29.8366192,-95.4307369,1599000
6441,Single Family Residential,3.0,2.5,2274.0,8625.0,1978.0,77089,29.5821631,-95.225179,255000
6442,Single Family Residential,4.0,3.5,3944.0,34725.0,2015.0,77532,29.9477416,-95.1399084,599900
6446,Single Family Residential,5.0,2.5,3073.0,6803.0,2008.0,77017,29.6878977,-95.2435743,359900
6447,Single Family Residential,4.0,2.5,2786.0,,2022.0,77049,29.83686,-95.168575,381485
6448,Single Family Residential,3.0,3.0,2180.0,2330.0,2022.0,77077,29.7432887,-95.6174561,489990
6449,Single Family Residential,3.0,2.0,1575.0,5220.0,2003.0,77084,29.8671634,-95.666769,257000
6450,Single Family Residential,3.0,2.5,1869.0,,2022.0,77090,29.9905322,-95.4405159,350375
6453,Single Family Residential,3.0,2.5,1700.0,6000.0,2022.0,77091,29.8616505,-95.422597,320000
6454,Single Family Residential,3.0,2.5,3215.0,7200.0,2022.0,77068,30.005245,-95.474021,724999
6457,Single Family Residential,4.0,2.0,2490.0,10875.0,1959.0,77096,29.6887285,-95.4831679,370000
6458,Single Family Residential,3.0,2.0,1455.0,4725.0,2012.0,77073,30.0195617,-95.4154125,224900
6463,Single Family Residential,4.0,4.5,3172.0,3411.0,2017.0,77020,29.780746,-95.3227698,649900
6464,Single Family Residential,3.0,2.0,1466.0,6325.0,1998.0,77049,29.8205766,-95.2102248,238500
6467,Single Family Residential,3.0,3.5,1962.0,1400.0,2013.0,77057,29.733885,-95.4854617,380000
6470,Single Family Residential,3.0,2.5,1821.0,1905.0,2022.0,77020,29.7676048,-95.3243296,406490
6471,Single Family Residential,4.0,2.0,2212.0,23982.0,1969.0,77380,30.1375213,-95.4474171,650000
6473,Single Family Residential,4.0,2.5,2522.0,3275.0,2013.0,77008,29.8096921,-95.4013587,719000
6475,Single Family Residential,3.0,2.5,1356.0,1524.0,2022.0,77020,29.7674169,-95.3243288,349990
6476,Single Family Residential,3.0,2.5,1358.0,1933.0,2022.0,77020,29.7674378,-95.3243289,349990
6478,Single Family Residential,3.0,2.0,2162.0,5000.0,1981.0,77083,29.7111746,-95.6208867,284900
6479,Single Family Residential,6.0,5.5,5887.0,9321.0,2001.0,77082,29.7207936,-95.5793989,1120000
6480,Single Family Residential,4.0,2.0,2122.0,7920.0,1970.0,77077,29.7495532,-95.6004422,355000
6483,Single Family Residential,0.0,,2820.0,41168.0,2005.0,77037,29.8758205,-95.4039563,900000
6484,Single Family Residential,3.0,2.5,2400.0,6600.0,1981.0,77082,29.7189941,-95.6623562,275000
6489,Single Family Residential,3.0,2.5,1630.0,2415.0,2022.0,77045,29.643684,-95.4366,354590
6490,Single Family Residential,3.0,2.5,1483.0,5039.0,2013.0,77090,29.9902997,-95.4362418,244900
6491,Single Family Residential,5.0,2.5,2377.0,8070.0,1967.0,77077,29.7468005,-95.6004478,358000
6492,Single Family Residential,3.0,2.5,1746.0,2415.0,2022.0,77045,29.643475,-95.425377,373445
6493,Single Family Residential,3.0,2.5,1727.0,2415.0,2022.0,77045,29.643684,-95.4366,365029
6495,Single Family Residential,4.0,3.5,3479.0,2500.0,2011.0,77098,29.7415365,-95.413683,975000
6497,Single Family Residential,4.0,2.5,2408.0,32373.0,1981.0,77532,29.9949625,-95.1077276,459950
6500,Single Family Residential,3.0,2.5,1942.0,2650.0,2022.0,77021,29.6889105,-95.3576914,426000
6502,Single Family Residential,3.0,3.5,2157.0,2120.0,2022.0,77021,29.6889741,-95.3572963,464000
6505,Single Family Residential,3.0,3.5,2658.0,2714.0,2022.0,77045,29.641324,-95.398219,514811
6509,Single Family Residential,4.0,1.5,1737.0,8829.0,1955.0,77017,29.6826613,-95.2373127,199500
6510,Single Family Residential,3.0,1.0,1299.0,7040.0,1950.0,77033,29.6726856,-95.3457798,175000
6511,Single Family Residential,3.0,3.5,2258.0,2705.0,2019.0,77025,29.6861019,-95.4408316,499000
6514,Single Family Residential,3.0,2.0,2046.0,,2022.0,77084,29.8432405,-95.6916746,418467
6515,Single Family Residential,3.0,2.0,1689.0,,2022.0,77016,29.8647,-95.2829,259325
6516,Single Family Residential,5.0,5.0,6581.0,11220.0,1988.0,77094,29.76717,-95.7163676,849950
6517,Single Family Residential,3.0,2.0,1720.0,5000.0,2022.0,77029,29.7414298,-95.2561327,270000
6523,Single Family Residential,3.0,2.0,1856.0,5832.0,1938.0,77004,29.7143411,-95.3666192,350000
6524,Single Family Residential,3.0,2.5,1824.0,1508.0,2022.0,77020,29.7677719,-95.3243303,404990
6525,Single Family Residential,3.0,3.5,1930.0,1457.0,2022.0,77007,29.7751976,-95.4065002,539990
6528,Single Family Residential,3.0,3.5,1930.0,1457.0,2022.0,77007,29.7751976,-95.4065002,539990
6529,Single Family Residential,2.0,2.5,1824.0,1508.0,2022.0,77020,29.7686253,-95.3240676,404990
6531,Single Family Residential,3.0,2.5,1958.0,2500.0,2023.0,77004,29.7281347,-95.3544758,419000
6532,Single Family Residential,3.0,2.5,1958.0,2500.0,2023.0,77004,29.7281347,-95.3544758,419000
6533,Single Family Residential,4.0,2.0,1996.0,9000.0,1969.0,77077,29.7534622,-95.6010239,300000
6535,Single Family Residential,4.0,2.0,1784.0,8014.0,1972.0,77031,29.646517,-95.547579,250000
6536,Single Family Residential,5.0,2.0,780.0,11250.0,1946.0,77009,29.786536,-95.3525576,375000
6539,Single Family Residential,3.0,2.0,1128.0,5100.0,1981.0,77084,29.8686379,-95.6807009,250000
6541,Single Family Residential,4.0,2.0,3243.0,26000.0,1958.0,77092,29.8126326,-95.4464665,555000
6543,Single Family Residential,4.0,2.0,2155.0,9600.0,1968.0,77062,29.5728857,-95.1327625,340000
6544,Single Family Residential,3.0,2.5,2591.0,8960.0,1956.0,77035,29.668864,-95.4518842,545000
6546,Single Family Residential,4.0,2.5,2286.0,14700.0,1972.0,77339,30.0425589,-95.2485447,295000
6550,Single Family Residential,3.0,2.5,2100.0,2930.0,2022.0,77054,29.6684982,-95.421829,485540
6554,Single Family Residential,3.0,2.5,1545.0,1716.0,2023.0,77018,29.838138,-95.402568,350000
6555,Single Family Residential,3.0,2.5,1545.0,1716.0,2023.0,77018,29.838138,-95.402568,350000
6556,Single Family Residential,3.0,2.5,1545.0,1716.0,2023.0,77018,29.838138,-95.402568,350000
6557,Single Family Residential,3.0,2.5,1545.0,1716.0,2023.0,77018,29.838138,-95.402568,350000
6559,Single Family Residential,3.0,2.5,1545.0,1716.0,2023.0,77018,29.838138,-95.402568,350000
6560,Single Family Residential,3.0,2.5,1545.0,1716.0,2023.0,77018,29.838138,-95.402568,350000
6561,Single Family Residential,3.0,2.5,1545.0,1716.0,2023.0,77018,29.838138,-95.402568,350000
6564,Single Family Residential,4.0,3.0,2518.0,,2022.0,77080,29.827392,-95.541281,480240
6565,Single Family Residential,4.0,2.0,1764.0,6998.0,1993.0,77386,30.1097901,-95.393403,249900
6567,Single Family Residential,3.0,2.5,1751.0,1914.0,2023.0,77018,29.83851,-95.402648,399000
6568,Single Family Residential,3.0,2.5,1751.0,1914.0,2023.0,77018,29.83851,-95.402648,399000
6570,Single Family Residential,3.0,2.5,1751.0,1914.0,2023.0,77018,29.83851,-95.402648,399000
6571,Single Family Residential,3.0,2.5,1751.0,1914.0,2023.0,77018,29.83851,-95.402648,399000
6572,Single Family Residential,3.0,2.5,1751.0,1914.0,2023.0,77018,29.83851,-95.402648,399000
6573,Single Family Residential,3.0,2.5,1751.0,1914.0,2023.0,77018,29.83851,-95.402648,399000
6574,Single Family Residential,3.0,2.5,1751.0,1914.0,2023.0,77018,29.83851,-95.402648,399000
6575,Single Family Residential,3.0,2.5,1751.0,1914.0,2023.0,77018,29.83851,-95.402648,399000
6576,Single Family Residential,3.0,2.5,1751.0,1914.0,2023.0,77018,29.83851,-95.402648,399000
6580,Single Family Residential,3.0,2.0,1983.0,8510.0,1957.0,77063,29.7325907,-95.5368219,389000
6582,Single Family Residential,2.0,1.0,854.0,2500.0,1938.0,77012,29.7335404,-95.2843107,85000
6583,Single Family Residential,3.0,2.0,1198.0,2500.0,1938.0,77012,29.7335714,-95.284382,125000
6586,Single Family Residential,4.0,3.0,2012.0,,2022.0,77493,29.831461,-95.79015,363715
6588,Single Family Residential,3.0,3.5,2347.0,2220.0,2003.0,77006,29.751677,-95.388127,535000
6590,Single Family Residential,3.0,3.0,2702.0,,1940.0,77030,29.7051552,-95.4106247,689000
6593,Single Family Residential,4.0,2.5,2527.0,5618.0,2014.0,77044,29.9645085,-95.1668104,340000
6594,Single Family Residential,4.0,2.5,1960.0,4650.0,1910.0,77009,29.7777922,-95.3518832,289000
6595,Single Family Residential,6.0,7.5,8454.0,17200.0,2010.0,77056,29.7676167,-95.4707773,3150000
6596,Single Family Residential,3.0,3.0,1194.0,,2022.0,77016,29.8404011,-95.3151006,235000
6598,Single Family Residential,3.0,2.0,1988.0,12300.0,1958.0,77079,29.7723964,-95.5644557,589999
6599,Single Family Residential,3.0,1.5,1319.0,13400.0,1945.0,77009,29.8086372,-95.3790895,850000
6602,Single Family Residential,3.0,2.5,2543.0,2504.0,2022.0,77018,29.8207739,-95.4227632,574900
6605,Single Family Residential,3.0,1.5,1892.0,6270.0,1982.0,77078,29.8559039,-95.2686682,180000
6607,Single Family Residential,3.0,2.5,1871.0,2500.0,2022.0,77009,29.7917569,-95.3519159,409900
6608,Single Family Residential,2.0,1.0,1136.0,5250.0,1981.0,77070,29.956288,-95.565119,219000
6611,Single Family Residential,6.0,3.0,1722.0,7500.0,1930.0,77009,29.7806476,-95.3587705,329900
6612,Single Family Residential,3.0,2.0,1576.0,5038.0,2005.0,77084,29.8095304,-95.7108363,266000
6614,Single Family Residential,3.0,2.5,1752.0,2500.0,2022.0,77021,29.6875382,-95.3515188,365000
6616,Single Family Residential,3.0,2.0,1760.0,41000.0,1960.0,77075,29.6260667,-95.2651214,720000
6619,Single Family Residential,3.0,3.0,3500.0,2750.0,2015.0,77098,29.7354555,-95.4165165,1150000
6620,Single Family Residential,4.0,3.5,3371.0,6300.0,2001.0,77014,29.9784131,-95.4830447,333000
6621,Single Family Residential,3.0,2.5,2330.0,10000.0,1920.0,77009,29.8002924,-95.369477,975000
6623,Single Family Residential,5.0,3.0,2190.0,13650.0,1958.0,77037,29.9022156,-95.4069222,850000
6624,Single Family Residential,4.0,2.0,2731.0,7368.0,2008.0,77047,29.6217669,-95.3804343,299900
6626,Single Family Residential,2.0,2.0,1885.0,20000.0,1920.0,77009,29.7827503,-95.3786293,2200000
6627,Single Family Residential,4.0,4.0,4065.0,15385.0,1940.0,77019,29.7558908,-95.4120158,3750000
6628,Single Family Residential,3.0,2.0,1569.0,18750.0,2005.0,77085,29.6083769,-95.4782522,510000
6629,Single Family Residential,5.0,2.5,2860.0,6881.0,2006.0,77433,29.8860712,-95.7193494,299900
6630,Single Family Residential,4.0,2.0,1487.0,6630.0,2013.0,77014,29.9678734,-95.4657605,279900
6632,Single Family Residential,3.0,4.5,3063.0,2425.0,2022.0,77077,29.7375325,-95.6273389,770000
6633,Single Family Residential,3.0,3.5,2204.0,2475.0,2022.0,77077,29.7372506,-95.628247,637000
6635,Single Family Residential,4.0,3.5,3359.0,2500.0,2019.0,77008,29.7942624,-95.4110086,645999
6638,Single Family Residential,4.0,4.5,4645.0,6600.0,2023.0,77005,29.7123189,-95.4208129,2699000
6639,Single Family Residential,5.0,4.0,4872.0,9752.0,1978.0,77066,29.9742817,-95.5054973,486000
6641,Single Family Residential,3.0,2.5,2483.0,7291.0,1993.0,77083,29.6820636,-95.6677552,284900
6644,Single Family Residential,4.0,2.5,2860.0,6515.0,2005.0,77433,29.885625,-95.718661,354900
6646,Single Family Residential,3.0,1.5,1732.0,8320.0,1960.0,77076,29.8549879,-95.3987351,365000
6647,Single Family Residential,5.0,9.0,11737.0,122100.0,1958.0,77019,29.7529627,-95.4434391,6000000
6648,Single Family Residential,4.0,2.5,2190.0,7590.0,1974.0,77099,29.6712735,-95.6073794,320000
6651,Single Family Residential,2.0,1.0,1778.0,6000.0,1910.0,77023,29.7296985,-95.3269776,270000
6653,Single Family Residential,4.0,2.0,2218.0,17000.0,1973.0,77070,29.982394,-95.5760658,355000
6654,Single Family Residential,3.0,2.5,2000.0,5500.0,2022.0,77336,30.0449011,-95.1077972,330000
6655,Single Family Residential,2.0,2.0,975.0,4394.0,1945.0,77009,29.7949521,-95.3635021,260000
6657,Single Family Residential,2.0,1.0,720.0,4725.0,1940.0,77009,29.794617,-95.3634714,325000
6658,Single Family Residential,4.0,2.5,2100.0,6820.0,1978.0,77016,29.8774962,-95.284975,253900
6659,Single Family Residential,4.0,2.0,1628.0,5250.0,2022.0,77015,29.7734103,-95.1756012,250000
6665,Single Family Residential,3.0,1.5,1252.0,6600.0,1915.0,77008,29.7977037,-95.3940574,1000000
6666,Single Family Residential,3.0,3.5,3116.0,2600.0,1999.0,77057,29.7502197,-95.4885342,544000
6667,Single Family Residential,5.0,4.0,4696.0,48300.0,1959.0,77024,29.7557339,-95.539137,2170000
